sample_id,spectrum_path,crystal_system,source,license_or_permission,phase_purity_status,label_evidence,structure_identifier,spectrum_sha256,rruff_id,mineral_name,ideal_formula_display,ideal_formula_raw,measured_chemistry_raw,space_group,rruff_cell_crystal_system,sample_description,identification_status,official_record_url,raw_archive_member,raw_member_sha256,dif_archive_member,dif_member_sha256,evidence_path,dif_evidence_path,original_two_theta_min,original_two_theta_max,original_step_median,detected_peak_count_qc,contrast_q99_minus_q10,median_intensity_norm_10_80,negative_fraction_10_80,strict_matched_mp_id,strict_matched_mp_split,overlap_status,overlap_audit_confidence,overlap_note,selection_status,selection_rule_version,original_tier,benchmark_scope,freeze_date,dif_consistency_sqrt_pearson,dif_weighted_peak_coverage_5pct,dif_peak_recall_5pct,dif_best_global_shift_deg,dif_best_audit_fwhm_deg,strong_measured_peak_precision,unmatched_strong_measured_peak_count,role_assignment_hash,real_domain_role,adaptation_train_rank_within_class,role_assignment_seed,role_assignment_algorithm,role_assignment_status
RRUFF-R061118,spectra_10_80_step_002/R061118_Mordenite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R061118; SG:Cmc2_1; DIF_MEMBER_SHA256:4671A8C6ADD5401176C035B89E627DB81E12A24B1A83F86D06BF49F060388C0F,61D4234B0BF051AA89DC857DC29463BF6F1CEDF881A1A5C7F5D5D3927C08BC9B,R061118,Mordenite,"(Na2,Ca,K2)4(Al8Si40)O96·28H2O","(Na_2_,Ca,K_2_)_4_(Al_8_Si_40_)O_96_·28H_2_O",(Na_5.47_Ca_0.29_K_2.01_)(Al_8.06_Si_39.94_)O_96_·28H_2_O ; H_2_O estimated by difference,Cmc2_1,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R061118,Mordenite__R061118-1__Powder__Xray_Data_XY_RAW__46a87e1a7b8e6cfaad1d99dc6a0a.txt,E20859796E7CEDB4244322B1D56F981525D48EDD6C066B7678EAE73437241B58,Mordenite__R061118-1__Powder__DIF_File__86d22b5d8b0cd540cf7f6b280c9d.txt,4671A8C6ADD5401176C035B89E627DB81E12A24B1A83F86D06BF49F060388C0F,evidence/R061118_Mordenite_metadata.txt,structure_refs/R061118_Mordenite_DIF.txt,5.0,90.0,0.0099999999999997,451,0.3997071742336437,0.0614934114205508,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.790600320732,0.89329582937,0.685714285714,0.04,0.35,1.0,0,16013AB646293BF9878EA2BFF0998B7DFE25479FA62E633FBC265B9FD56B4E7F,adaptation_train,1,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050309,spectra_10_80_step_002/R050309_Stephanite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050309; SG:Cmc2_1; DIF_MEMBER_SHA256:8844F015B49E198A53158037B21FD4CEF27EEB37A1563BD7E058BEF261142068,58EB64677FC9C53368EAB95364595860E461CB1708E7B4424F982819DE313291,R050309,Stephanite,Ag5SbS4,Ag_5_SbS_4_,Ag_5.22_(Sb_0.93_As_0.10_)S_4.00_,Cmc2_1,orthorhombic,Powder,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050309,Stephanite__R050309-1__Powder__Xray_Data_XY_RAW__bde22ca87d5e94de79f9d049a5da.txt,1C8E144DE9761F6E3A86D248D54AEB8A9D7C2D889D237F9BE6B0030F8C0C0E51,Stephanite__R050309-1__Powder__DIF_File__9037c1ba0b57b19d26f13abb4600.txt,8844F015B49E198A53158037B21FD4CEF27EEB37A1563BD7E058BEF261142068,evidence/R050309_Stephanite_metadata.txt,structure_refs/R050309_Stephanite_DIF.txt,5.0,90.0,0.0099999999999997,591,0.4285714285906654,0.1428571428610581,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.844343552708,0.813472563473,0.657142857143,0.04,0.35,0.931034482759,2,526C40C65B7CFBB5775427375CE3169704A88F779FC5B4D148979FFB14263595,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050375,spectra_10_80_step_002/R050375_Baryte.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050375; SG:Pnma; DIF_MEMBER_SHA256:FF1ED2F66851E856C9B949D60A4913803F1F0C3055A5C775AE3A05B4E5312C0D,86E95CEA579BCA5CB8A3FCB37DE832C9F7E6F4251352D9C6CAC4E812DEED1EF7,R050375,Baryte,Ba(SO4),Ba(SO_4_),Ba_1.00_SO_4_,Pnma,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050375,Baryte__R050375-1__Powder__Xray_Data_XY_RAW__447490cad8be04e2f76b04802837.txt,25D23AE992F692880D03C4EEB6959F006238FDAEB187ED29E891BBAB930C92C6,Baryte__R050375-1__Powder__DIF_File__73b3f896a31865985d78dcd5d905.txt,FF1ED2F66851E856C9B949D60A4913803F1F0C3055A5C775AE3A05B4E5312C0D,evidence/R050375_Baryte_metadata.txt,structure_refs/R050375_Baryte_DIF.txt,5.0,90.0,0.0099999999999997,492,0.5294117647048832,0.0462184873948548,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.886823644639,0.925490547086,0.770833333333,0.04,0.35,1.0,0,3DAE97599F5D115088AB907254EF9B1D189D2EAA751F039E295D5A1D869BA1C9,adaptation_validation,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R040005,spectra_10_80_step_002/R040005_Catapleiite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R040005; SG:Pbnn; DIF_MEMBER_SHA256:B0F1F3141A5F8208454D50DFFFA8987CED349CB214F1F5B2620519E4CAAE5E5B,1D4C0DDD63151524B56C486723EF27AFF3C85874F2C9A1F585748395E60A7E2B,R040005,Catapleiite,Na2Zr(Si3O9)·2H2O,Na_2_Zr(Si_3_O_9_)·2H_2_O,(Na_1.28_Ca_0.36_[box]_0.36_)Zr_1.00_Si_3.00_O_9_·2H_2_O,Pbnn,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R040005,Catapleiite__R040005-1__Powder__Xray_Data_XY_RAW__bb0d9c32f994f834ae190c40292c.txt,9879D98A4E2389F5A42B6AD94FAE6C08CE96AB95D5D313408CCB08B1ABB715AE,Catapleiite__R040005-1__Powder__DIF_File__45602b7a34fc0be478f8e2569f7c.txt,B0F1F3141A5F8208454D50DFFFA8987CED349CB214F1F5B2620519E4CAAE5E5B,evidence/R040005_Catapleiite_metadata.txt,structure_refs/R040005_Catapleiite_DIF.txt,5.0,90.0,0.0099999999999997,251,0.3856783919569469,0.021356783919293,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.717420875061,0.980700642483,0.936170212766,3.33066907388e-16,0.35,1.0,0,577C9FD8D33B7592422B9846459561EAC0DB6FE58E5E1F9FDAFA8732CB6506F2,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050408,spectra_10_80_step_002/R050408_Anglesite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050408; SG:Pbnm; DIF_MEMBER_SHA256:774C2ED2353A0B8C025AE268A4501037F226F5F1A9A6EC7DDFE0E65882D88B16,CC8361A5F94F52E66F84281B8E97C175462A858605F1FC2E9511F19FDC64A0FF,R050408,Anglesite,Pb(SO4),Pb(SO_4_),Pb_1.00_S_1.00_O_4_,Pbnm,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050408,Anglesite__R050408-1__Powder__Xray_Data_XY_RAW__56fc4b8e1e7ebe07474021e0ddeb.txt,2C5815F788B4E973EACD89F363816E598EFF38DE6B8587FC2B89047B75E283DB,Anglesite__R050408-1__Powder__DIF_File__bcdc8d7e640fa1a3ebeabfa0793e.txt,774C2ED2353A0B8C025AE268A4501037F226F5F1A9A6EC7DDFE0E65882D88B16,evidence/R050408_Anglesite_metadata.txt,structure_refs/R050408_Anglesite_DIF.txt,5.0,90.0,0.0099999999999997,508,0.5964912280735492,0.0760233918108717,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.876975863154,0.957206498202,0.844444444444,0.04,0.35,0.962962962963,1,872D362E7CDE72D98E8B97A8A38A217E6639BFF9806FFEB84C7FA155A72B0C75,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050513,spectra_10_80_step_002/R050513_Newberyite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050513; SG:Pbca; DIF_MEMBER_SHA256:2CF52A1AF3323C94C9271B9C8BCE1927B1F524453F5A0CACFB4EC56139C8D18A,0880428C6B51319BCB346239BA8438F914752E004053B97897FB265D7332AC66,R050513,Newberyite,Mg(PO3OH)·3H2O,Mg(PO_3_OH)·3H_2_O,(Mg_0.98_Mn_0.01_Ca_0.01_)(P_1.00_O_3_OH)·3H_2_O,Pbca,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050513,Newberyite__R050513-1__Powder__Xray_Data_XY_RAW__d95e9cbecb9261df0310c5ff49bc.txt,E0CEF0218F2F3CF3E865E0E5194197DEA18D6D5CDFBF2A3CE26562DAA865282C,Newberyite__R050513-1__Powder__DIF_File__43c65278514bfa83f2c11059d1c5.txt,2CF52A1AF3323C94C9271B9C8BCE1927B1F524453F5A0CACFB4EC56139C8D18A,evidence/R050513_Newberyite_metadata.txt,structure_refs/R050513_Newberyite_DIF.txt,5.0,90.0,0.0099999999999997,507,0.3419913419874463,0.0519480519472842,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.661319699378,0.874188130362,0.733333333333,0.02,0.35,0.962962962963,1,F654C3C097B573F3F1B961316A1254ADB7873B18E61E5CA9CCF5E7E3762BB0DB,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R070485,spectra_10_80_step_002/R070485_Zektzerite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R070485; SG:Cmca; DIF_MEMBER_SHA256:F41B9172348DF772EC9122A3ED21D92B281DCFAB1EE7392323B963BFA4B0390C,3F0A1C0132B8143DA1DFA1D17AF0B7CAFF83728BD936EA72C8700531EE60B9D4,R070485,Zektzerite,NaLiZrSi6O15,NaLiZrSi_6_O_15_,Na_1.00_Li_1.00_(Zr_0.97_Ti_0.02_Hf_0.01_)Si_6.00_O_15_ ; trace amounts of Al and Fe  Li_2_O estimated by difference,Cmca,orthorhombic,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R070485,Zektzerite__R070485-1__Powder__Xray_Data_XY_RAW__e36cc409b26105bb6a2d9661ea49.txt,BA71D0F51B225CD6D966835CF2912084F65C5824BB9DB0FFD26BA51EA4BD4250,Zektzerite__R070485-1__Powder__DIF_File__d77995551393cf23d7f796b49b17.txt,F41B9172348DF772EC9122A3ED21D92B281DCFAB1EE7392323B963BFA4B0390C,evidence/R070485_Zektzerite_metadata.txt,structure_refs/R070485_Zektzerite_DIF.txt,5.0,90.0,0.0099999999999997,299,0.325719960274245,0.0238331678251712,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.661514617081,0.906779661017,0.789473684211,0.02,0.35,1.0,0,B9F23012B5AB9C332D24194A017E247F147AE581CA6F21EEB26FD632AE4F4318,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R230005,spectra_10_80_step_002/R230005_Edwindavisite.csv,orthorhombic,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R230005; SG:Pbca; DIF_MEMBER_SHA256:7EB403AC50C73B25EA1B9ABDFB87A917202FE00F4CE3B0BD731270DD425AAE8E,5B88AF71A00DC56633AF25C50E3E9346167656B103E06494916D4FEC976D4032,R230005,Edwindavisite,Cu(C2O4)(NH3),Cu(C_2_O_4_)(NH_3_),Cu_1.01_(C_2_O_4.01_)(N_1.00_H_3.00_) ; Calculated based on two C apfu,Pbca,orthorhombic,Powder,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R230005,Edwindavisite__R230005__Powder__Xray_Data_XY_RAW__03a72326db143705bf73093026cc.txt,9FB75119FCFFFE6B33CA76E642105BE8AC99D8C7FAB76B6F08271C3DCA9DF9CB,Edwindavisite__R230005__Powder__DIF_File__f521a293899fb0fdf7ff1300364a.txt,7EB403AC50C73B25EA1B9ABDFB87A917202FE00F4CE3B0BD731270DD425AAE8E,evidence/R230005_Edwindavisite_metadata.txt,structure_refs/R230005_Edwindavisite_DIF.txt,5.0,80.0,0.0099999999999997,36,0.7943262411346232,0.0390070921985815,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.906496757118,0.901060070671,0.774193548387,-0.02,0.35,1.0,0,8875E0329D3BC22CE6FB08D7038333225808246C11635C28AC23613739C4A5A6,final_real_test,,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050056,spectra_10_80_step_002/R050056_Vesuvianite.csv,tetragonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050056; SG:P4/nnc; DIF_MEMBER_SHA256:275E2256BAC3610FCF6FBEFCCCAD72C691D26C41CF97869C46C2046ED487B2BC,220C69705BAA3F84B746522E9B8635ED3DF48367E89B99F75EB83CA2B8341BE0,R050056,Vesuvianite,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)_19_(Al,Mg,Fe)_13_(SiO_4_)_10_(Si_2_O_7_)_4_(OH,F,O)_10_",Ca_19_(Al_.804_Mg_.149_Fe_.045_Mn_.002_)_13_Si_18_O_68_(OH)_10_,P4/nnc,tetragonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050056,Vesuvianite__R050056-1__Powder__Xray_Data_XY_RAW__f8d7342021b6f13b036457993f92.txt,2367E41EE67B6712C9F14CE58ECAF4535E8247F17AD7D4FC00E698E828C915B3,Vesuvianite__R050056-1__Powder__DIF_File__c0b49bcee8a93b3e2123711af838.txt,275E2256BAC3610FCF6FBEFCCCAD72C691D26C41CF97869C46C2046ED487B2BC,evidence/R050056_Vesuvianite_metadata.txt,structure_refs/R050056_Vesuvianite_DIF.txt,5.0,90.0,0.0099999999999997,494,0.2317073170759555,0.030487804878401,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.843042109756,0.865543377194,0.72,0.04,0.35,1.0,0,05684B93308C35A0BD385678338A1895B0BD27E5E6D49BA851192E71BD238202,adaptation_train,1,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050640,spectra_10_80_step_002/R050640_Phosgenite.csv,tetragonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050640; SG:P4/mbm; DIF_MEMBER_SHA256:01181F4A3FAD8115BAC0F9F3BFBCBA83279DFE616CB5BF96A87E07D20B7E6130,7DD20994C7A541C4F123E1A03172B63D311381BA16F441371B2A24A22C754930,R050640,Phosgenite,Pb2(CO3)Cl2,Pb_2_(CO_3_)Cl_2_,Pb_2.00_(CO_3_)Cl_2.03_ ; C estimated by difference,P4/mbm,tetragonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050640,Phosgenite__R050640-1__Powder__Xray_Data_XY_RAW__cec902f05ed0f4f34d1ad9ab6cf9.txt,94F0A82531EA7F702029EE51121B3DC5C247B8D9A76BB0E3F1FBE85F811ED087,Phosgenite__R050640-1__Powder__DIF_File__fa02a2bbcdc745a6ae8efecc4846.txt,01181F4A3FAD8115BAC0F9F3BFBCBA83279DFE616CB5BF96A87E07D20B7E6130,evidence/R050640_Phosgenite_metadata.txt,structure_refs/R050640_Phosgenite_DIF.txt,5.0,90.0,0.0099999999999997,423,0.1991434689478152,0.0192719486076516,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,BACKUP35_PROMOTED,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.71733943442,0.988528421639,0.95652173913,0.02,0.35,0.95,1,3BE8A83820DFB3A1AB646E38692B75D6145BE77607D8B16FB2D5869AA129BD11,adaptation_train,3,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
RRUFF-R050643,spectra_10_80_step_002/R050643_Wardite.csv,tetragonal,RRUFF official XY_RAW and DIF archives,Local research use with mandatory RRUFF citation; redistribution rights are not asserted; public release bundle omits spectra and DIF files,nominal_single_mineral_supported_by_RRUFF_metadata_and_measured_DIF_consistency; quantitative_phase_fraction_not_claimed,Official measured powder profile; confirmed XRD identification; paired DIF space group; measured-vs-DIF consistency audit passed,RRUFF:R050643; SG:P4_12_12; DIF_MEMBER_SHA256:EC69B581587A8F7343B55A25C111641AC017588E66C17D106B296981D812D219,A3F398F0E62835459FF419AE37072A23D263A5FD9B2A117615E4DD602C7E7161,R050643,Wardite,NaAl3(PO4)2(OH)4·2H2O,NaAl_3_(PO_4_)_2_(OH)_4_·2H_2_O,(Na_0.93_[box]_0.05_Ca_0.02_)(Al_2.97_Fe^3+^_0.03_)(P_1.00_O_4_)_2_((OH)_3.88_F_0.12_)·2H_2_O,P4_12_12,tetragonal,Powder,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://www.rruff.net/odr/rruff_sample/R050643,Wardite__R050643-1__Powder__Xray_Data_XY_RAW__e8a6128a2992108cee62f7ec9343.txt,D69031871C20CD24CF674059A48913BD14FAA563B524303557F6C57906F57E62,Wardite__R050643-1__Powder__DIF_File__bdbc502113d0a4ff9ab10e31b855.txt,EC69B581587A8F7343B55A25C111641AC017588E66C17D106B296981D812D219,evidence/R050643_Wardite_metadata.txt,structure_refs/R050643_Wardite_DIF.txt,5.0,90.0,0.0099999999999997,182,0.1883116883107232,0.0129870129870588,0.0,,,NO_KNOWN_STRICT_RRUFF_MP_MATCH__STRUCTURE_OVERLAP_NOT_EXCLUSION_GATE_FOR_MEASUREMENT_DOMAIN_TEST,final_scope_resolved,This benchmark measures simulation-to-experiment measurement-domain transfer. It is not claimed as an unseen-structure benchmark. No known strict RRUFF–MP mapping match was detected.,FROZEN_FINAL_REAL_TEST,rruff-real-pxrd-70-final-v1,PRIMARY35,measurement_domain_external_test_not_unseen_structure_test,2026-07-24,0.664934332478,0.887685166999,0.755102040816,0.02,0.35,1.0,0,073117EB68B71619822B403600EE52F953A4F17F4B383D6D35878488CFED30D7,adaptation_train,2,20260724,"sha256-v1: SHA256(seed|crystal_system|sample_id), ascending within class",FROZEN_BEFORE_MODEL_ACCESS
