proxy_group_id,anonymized_formula,space_group,nsites,material_id_a,split_a,formula_a,fingerprint_a,material_id_b,split_b,formula_b,fingerprint_b,split_edge,anonymous_high_recall_match,anonymous_default_tolerance_match,same_species_default_tolerance_match,classification,error
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207066,train,La(AgGe)2,f138a3c02636b441163209be4c4e0c54a6181eb93dcd364b7a1a79d62af2be61,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207112,train,Lu(MnSi)2,b0fefae3b38617a5af6ad55afd2abffda10873831c33effd094f678bfb4450f3,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207125,train,Cs(FeP)2,9fbc29aed82adb509bfad2a1298e15a8e30dfa25b1b662ad4e34a152974350ee,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207202,train,La(PPd)2,8a025543c7cc7ac8a33de2f73af48afb6c3677b747de9c9f2b0514ab8600eeeb,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207218,train,Ce(PPd)2,0ed55be203c2b18b110f2a35089bffda2193689bb13beeb3722a5d09eb611ed4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12073,train,Ba(BIr)2,712137d08b36fbf2c2b93ad2acbc8019409b5d79097af779d233c45a25359a34,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1207365,test,Cs(PIr)2,4455dfeb64f8622017dd0b1ed4c9fceef7c351603adaad3387caae3293da2be6,validation-test,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12079,train,K(CoS)2,70af387b6cc453cbd1884e062f17aa529d1884d9dfff2c4eeeb08867ad6c7504,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12088,test,Dy(SiOs)2,0aad7e71b40e2bf08ea629b95875f9365b238db3a4ed2239f05b661b21374936,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12098,train,K(PRh)2,f1cdd79f41d078002e51b9f2c58d78614c90818747e2d99d8e86fb2c4cd1e506,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12100,train,Lu(SiNi)2,b0be72402d6dc12f078ade125dfa4a726cf3e12ae679044c0ce376c0d9e0212c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-12101,train,Lu(SiOs)2,548b154ad3edc240369af4562a97243215074ee266bf8ae6777c9b7ff4684a7d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1212857,train,Eu(MgGa)2,13338eccdb115f3a9a8e0aa6f8a4173a4a773cd6aefab3df260e016e7a769c42,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1214750,train,Ba(InPt)2,08c422829c7f9cb31091fb096c31d8d04a9eecafe340c8446d3f421063dd417f,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1225416,train,Eu(ZnGa)2,54014803439ef1bc7d4c2ca99d82a74c7ffbd9b6515adbbc7315072ab6a033c6,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-1228646,test,Ba(GeAu)2,84afd0fc835a9dd47af96965e28d7673ca6cb872cbf74c14520323b8457431a5,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-13399,train,Lu(NiGe)2,fbd26e1aed7d8a73644419a8bd549348b1362682ef8d8d009d1aa11e7ba1a24f,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-13405,train,Lu(MnGe)2,5df010b7295f8fa27be7cfdcb7f491e68d7c2beddaa2477992a70d3876fb6efe,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-13910,train,Ba(AgGe)2,1f168a976e367e62fd6a806fe163b87d0c8c18da22d94382f2d534263ebd1d39,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-15608,train,Ba(MnAs)2,5f9055445bf11de5f4eeb41e14e74a24d44d6af35d853238e6f0928fa313fdef,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-16035,train,Gd2TeO2,ad9d16bfdb90bca7043b3fbf532ac5b6302a5a4797df68e9f99dd9bdc1a4ad03,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-16237,train,La(SiAg)2,eca962c59eb09e62cde3717deb79895604c26aa5987fcdad17fe0ab5f4aa8575,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-16259,test,Ca(GeIr)2,db1e84a4e2c963f93430e5db1a7e5364e3d15e4a0a62f02dd9f0f47bcbecfb9e,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-16261,train,Ca(GeRh)2,70370511db898d4afcf58b0067909532dd190a666f6b61bbe69edcd9863c1fb8,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-16471,train,Np(GeRh)2,ba6213f24c6b7525939939a304da4e0686bdb43839e19e1eb631fa2241fe0846,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-19252,test,K2NiO2,282d0e0d6fc5543eda0def6a9a0b1d6660ba42f43ea8386bc119a70d71958b36,validation-test,false,false,false,screened_nonmatch,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-19791,train,Ca(GeRu)2,674e60499b88c13b5d5e462e34fd9e2f65fa39a4594ce206e5f11ae46a3b20f6,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-19857,train,Ba(MnP)2,7afb03182e4569d165fab35c84dc34e23d6697ddbc69e4cda135c947b01e7ba9,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-19900,train,La(GeRu)2,0c4e8bc160f62f3acc8e2169dc94c259edd319bdecce98e108fc75eab7b37cef,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-19939,train,La(CoGe)2,54d30da69f25bfd6974c2ce49e3d5de6df556228e076cd4f0a1e9b592cd36006,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20095,test,Eu(FeP)2,c28d7b7b3c5406fad29baf00bd198f04b4069435841fc97e1654c5859b180a75,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20115,train,Eu(SiPd)2,485173b1b7471f9fa9ad6608939ae4eb820cb3bcdb2a6f10e91440b244a7cda6,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20173,train,Ce(CuGe)2,b284b60377494e8d393046e48ece766d45fbea9632508fdf66099473468cf743,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20542,train,Pr(MnGe)2,731876c3057147fd647785b7335e212a5001a90dcf4c97ff86d3c95ff0142124,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20563,train,Ba(CoAs)2,32f5bde18015e4e3b4357fcb8ec9605268a0f88a7b5247b151086d5bf086bd43,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20677,train,Gd(CuSi)2,9f1d6de939726c98c20716026fd221141d751a2be834f986c12b0c9dc01fa630,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20837,train,Gd(MnGe)2,2bf946ac052a99730a7544a38013bd6b3b5430b006155a2e3103f1ed3898090d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20890,train,Eu(FeAs)2,f0c98d8e93fa131f3f71baa2c404f18a905a1fc14e959316cddf8ec8c72aa04c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-20933,train,Ce(CoGe)2,b98a051139a06c579990c984ee1a49ccf8fa101c98dde983027f01ef6af43a29,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21000,train,Dy(MnGe)2,2c3989da3d500e56ede060b27b77dbc33bfc009a4336de9fa29c6140b68e4b3d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21033,train,La(GePd)2,5959e4df297795694f2a0836e856007fd44f595cb334a618d6d62bd40470358e,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21082,train,Dy(GeRu)2,b5a02d52693ea2d17b0e082f37a9c953dbc57b854bdc958e5e8d7433ce7a68b4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21229,train,Eu(SiAu)2,7f8892244cc49aed9d917d4dc9090e4191d15a7ae9c0da8a27ee60d9b5189890,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21287,train,Gd(SiAg)2,00e65367b97cd5f43505bf46cf41bd9c4815e5e802f39f032b5891923a3f6580,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21383,train,Eu(SiRh)2,2ebbdc476d3e01ed266530c84c81c40a8cf91185fa587c65d9d6f495db1be61f,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21415,train,Dy(NiGe)2,74cfd0a75748a471fd841803bd22b006b26b17fe96da8938dcf64a78e0ee3829,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21417,train,Eu(GeRu)2,21818f73507fb348cdd6a3685ad14a2aa29c605c9b6abd3058c61ab040390417,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21420,train,Nd(MnGe)2,888581def6ad23dc3e1b91fca33d46f26af7f4a82d6e50b04dabf497494bd151,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21473,train,Gd(NiP)2,0273f0534e94c0741d30b6477cebee3ef998409bcc6987a7dda9d0e072e43b61,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-21849,train,Eu(SiIr)2,d922bfb89da991be40a6f18076d4cdbe838e482f4875ee250ea30940e228e51a,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22181,train,Gd(GePd)2,d35f24ba404d353b2c45cbd6c28bb67b01e829ba327188982e62fb0ef098e883,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22343,train,Ce(GeRu)2,92a7a5cc5a6e7c38ec422d2fe7600ed86aa4047a260410c369d454dee3b13c81,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22397,train,Nd(GeRu)2,6968ed0b65e51e80df2a2ce2e4f9a15f20de847817ca216b1046be7e9f1d27f9,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22615,train,Gd(SiAu)2,3668492747f40cab6bcda41893c42786fc6a243f29a722b58ffecd02546aecd1,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22653,test,Eu(SiAg)2,152ceba0ee90037ec740bc91c25c0a1b7c557b18f1db5e87dc3d1b3426d6ed31,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-22788,train,Eu(PRu)2,18a3c49f7e8782504612a5dec5922716815a4612b7ff6fa86a1dbb6d937caf6c,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-23003,test,Ce2BiO2,1f32f8a5f07751a96a351b30369f851525d3efeb90a9f8af18599b5875db308b,validation-test,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2646999,train,K(CuS)2,f23584418cf26961661d74fd05bbddbcb4c17ecb948831f274879f7388c8d86a,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2877,train,Nd(CuSi)2,7d9596b34c0b28037a7440d038e1441df35f4883d2d506943b46c9f4cda02378,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2893,train,Dy(SiRh)2,f1f57bcde1c6b1936bf044511d93f98434757b6408b14cc2c6562eb51d831eb7,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2896,train,Pr(GeRh)2,38a08d510205436376b421a2ed8d55d1ef2c3572b3845ffd67a3aee30991fe06,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2906,train,Ho(NiP)2,69a227a23e1a8c0bcd79ddcf63394355ab3f59bf448f8917d21827d90670eb77,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2924,train,Ho(SiNi)2,7f7b2f1723f374675db00d219a974d13fff14ac770618e717acd0b49cfccfaef,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2949,train,Ca(NiGe)2,85b013d89172f33aac9e87c6b916fe67d3f9bca6e86e6f7f4de9913fb2d21d4b,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2954,train,Dy(SiAu)2,fabac7f61c234bda46119565b603b50c2aca3455b62df20ca200b942110a600f,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2965,train,Ce(MnSi)2,620df01d09cf63fe825ca24f4da9722cc1c3e7058443d0beb2f59f34087534ba,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-2967,train,La(CoB)2,a81843f02cfd304b9417a43cf293bef72a6a019895c7fd43eaa184d2adb65a8d,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-3035,train,Ce(FeSi)2,b63196b5072b28b29a88988d1b262485cfdfb52a86ed93ec0d32981542f607a4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-3108,test,Lu(SiRh)2,a2e2176e6cca5f99d83bb1534fd37190dd265615e62a73e36e5afd5ca8b59219,validation-test,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-568113,test,Ba(AsRh)2,6d72feae3877a0ac530c27ef896ebaf62b897f8a22337ed5da3580f6e398f818,validation-test,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-1070267,validation,Ba(ZnSi)2,8cae5e7af2bee9e328a1824afdac00de8d7bcebcf3246c0d85ea47ea2bee221a,mp-7882,train,Ba(AgSn)2,f4cb6c9f128223f9784a76e36de1470e832f21d160b4eca67fc1a46e5f84a7e1,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-10866,train,Np(GePd)2,75b57e309c6efd135067678d4425e9bcc998ff3d0afad0cb7a89eee3c734a31c,mp-1178355,validation,Er2TeO2,1bbdb7809d88bcb75253fd569c669bc6c52ad417635bf828aa745bc20c017ba4,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-10866,train,Np(GePd)2,75b57e309c6efd135067678d4425e9bcc998ff3d0afad0cb7a89eee3c734a31c,mp-12058,validation,Er(PRu)2,cd603669da942549c2f70d271ca2d61ab0ea51d5645020de68cdeb402802ea90,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-10866,train,Np(GePd)2,75b57e309c6efd135067678d4425e9bcc998ff3d0afad0cb7a89eee3c734a31c,mp-1206126,validation,Nd(PPd)2,66cdcdcc4878e7db8835f7f82b9f7c1d5a97427f0ca7cf63d553f5e4f7a5fd78,train-validation,true,true,false,anonymous_prototype_default_tolerance,
proxy_9eb6d43caf42,AB2C2,139,5,mp-10866,train,Np(GePd)2,75b57e309c6efd135067678d4425e9bcc998ff3d0afad0cb7a89eee3c734a31c,mp-1206830,validation,Cs(CoAs)2,c1f558f2989ba689318b8d14560718e505497d561a6d925e57e8f6e25f58431e,train-validation,true,false,false,anonymous_prototype_high_recall_only,
proxy_9eb6d43caf42,AB2C2,139,5,mp-10866,train,Np(GePd)2,75b57e309c6efd135067678d4425e9bcc998ff3d0afad0cb7a89eee3c734a31c,mp-1207022,test,K(PRu)2,448edb79e6e71ff7e523754fa5a5e6f73d79bd4e8c807d12a8a3e0d27f030260,train-test,true,true,false,anonymous_prototype_default_tolerance,
